cik,ticker,name,shares,max_adj_close,mcap,in_sp1500
1826397,AVX,AVAX ONE TECHNOLOGY LTD.,7397383.0,3024000.0,22369686192000.0,False
1342958,KUST,"KUSTOM ENTERTAINMENT, INC.",6506860.0,3420000.0,22253461200000.0,False
1309082,CEIN,"Viking Global Technologies, Inc.",281786525.0,78125.0,22014572265625.0,False
1707919,CENN,Cenntro Inc.,2456452.0,8280000.0,20339422560000.0,False
1788841,MCOM,micromobility.com Inc.,92214637.0,211725.0469,19524148343691.0,False
1856084,RDGT,Ridgetech Inc.,133090838.0,120600.0,16050755062800.0,False
1806904,EZGO,EZGO Technologies Ltd.,5675172.0,2716500.0,15416604738000.0,False
1723980,SXTC,"China SXT Pharmaceuticals, Inc.",958077.0,14340000.0,13738824180000.0,False
1413855,AIFU,AIFU Inc.,1134236184.0,11910.7178,13509567106173.0,False
1046179,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,25932524521.0,476.2923,12351461748913.0,False
1566826,LGMK,"LogicMark, Inc.",899759.0,12825000.0,11539409175000.0,False
1588084,TANH,TANTECH HOLDINGS LTD,6214872.0,1742400.0,10828792972800.0,False
1614744,PPBT,PURPLE BIOTECH LTD.,1858911801.0,5600.0,10409906085600.0,False
1357459,PALI,"PALISADE BIO, INC.",174270558.0,58500.0,10194827643000.0,False
1506983,GCTK,"Glucotrack, Inc.",10578822.0,877500.0,9282916305000.0,False
1852440,JZ,Jianzhi Education Technology Group Co Ltd,517110000.0,16875.0,8726231250000.0,False
1810560,REVB,"REVELATION BIOSCIENCES, INC.",3983416.0,2126880.0,8472247822080.0,False
1888151,FMTOF,Femto Technologies Inc.,861111.0,9625400.0,8288537819400.0,False
1839285,HCTI,"Healthcare Triangle, Inc.",14974322.0,536346.0,8031417707412.0,False
1781162,MNTS,Momentus Inc.,21963401.0,342750.0,7527955692750.0,False
1957413,DCX,Digital Currency X Technology Inc.,19560823.0,383400.0,7499619538200.0,False
1566610,TONX,TON Strategy Co,55071989.0,136160.0,7498602022240.0,False
1811115,RNLXY,Renalytix plc,331206012.0,21737.5,7199590685850.0,False
1027552,BSAC,BANCO SANTANDER CHILE,188446126794.0,36.15,6812327483603.0,False
1729427,CNSP,"CNS Pharmaceuticals, Inc.",1461449.0,4491000.0,6563367459000.0,False
1836875,NVVE,Nuvve Holding Corp.,993794.0,6413760.0,6373956205440.0,False
1928581,GMEX,GMEX Robotics Corp,21020597.0,274407.8438,5768216698159.0,False
1045810,NVDA,NVIDIA CORP,24100000000.0,235.2024,5668377840000.0,True
1787740,VBIO,"Valion Bio, Inc.",22189739.0,237150.0,5262296603850.0,False
1498148,AITX,Artificial Intelligence Technology Solutions Inc.,432030200.0,11950.0,5162760890000.0,False
320193,AAPL,Apple Inc.,14594180000.0,339.7869,4958911180242.0,True
1776067,OCG,Oriental Culture Holding LTD,98313864.0,45526.25,4475861550930.0,False
1161125,BCH,BANK OF CHILE,101017081114.0,43.7002,4414466648098.0,False
789019,MSFT,MICROSOFT CORP,7425545491.0,537.6464,3992317801272.0,True
1296774,NCTY,The9 LTD,4567660012.0,828.9,3786133383947.0,False
1800392,MLGO,MicroAlgo Inc.,51606706.0,71520.0,3690911613120.0,False
1655210,BYND,"BEYOND MEAT, INC.",515818978.0,7047.0,3634976337966.0,False
1094517,TM,TOYOTA MOTOR CORP/,13033931974.0,248.29,3236194969824.0,False
1018724,AMZN,AMAZON COM INC,10786313572.0,284.02,3063528780719.0,True
1782941,TIRXF,TIAN RUIXIANG HOLDINGS LTD,5000000.0,599937.5,2999687500000.0,False
1499494,DXF,Eason Technology Ltd,93677555803.0,30.51,2858102227550.0,False
1471727,SRXH,SRX Global Inc.,20265391.0,135234.3281,2740576535569.0,False
1857044,INDP,"Indaptus Therapeutics, Inc.",133242324.0,20428.8008,2721980895125.0,False
1687277,RETO,"ReTo Eco-Solutions, Inc.",43398885.0,61000.0,2647331985000.0,False
744452,BNBX,BNB PLUS CORP.,6197223.0,426000.0,2640016998000.0,False
1604191,GRDX,GridAI Technologies Corp.,7131123.0,364644.0,2600321215212.0,False
1735556,SGRX,SANGRIX INC.,58211111.0,44550.0,2593304995050.0,False
1812360,FOXO,FOXO TECHNOLOGIES INC.,1658116.0,1492537.375,2474800102086.0,False
1841209,HOLO,MicroCloud Hologram Inc.,22512360.0,103680.0,2334081484800.0,False
1730168,AVGO,Broadcom Inc.,4773629865.0,480.8091,2295204679124.0,True
1583771,HEPA,"Hepion Pharmaceuticals, Inc.",90219317.0,25410.0,2292472844970.0,False
1905956,TGL,TREASURE GLOBAL INC,1675725.0,1247400.0,2090299365000.0,False
1712178,NAAS,NaaS Technology Inc.,113030392.0,17536.0,1982100954112.0,False
1318605,TSLA,"Tesla, Inc.",3949547394.0,489.88,1934804277373.0,True
1089113,HSBC,HSBC HOLDINGS PLC,17175239862.0,107.3417,1843619444695.0,False
1874097,CYN,Cyngn Inc.,14423281.0,127350.0,1836804835350.0,False
1350102,ASTI,"Ascent Solar Technologies, Inc.",9816431.0,181900.0,1785608798900.0,False
1618835,EVFM,"Evofem Biosciences, Inc.",132530081.0,13387.5,1774246459388.0,False
1321834,QCLS,"Q/C TECHNOLOGIES, INC.",8189838.0,211680.0,1733624907840.0,False
1951667,CTNT,CHEETAH NET SUPPLY CHAIN SERVICE INC.,36177712.0,47232.0,1708745693184.0,False
1716947,ENSC,"Ensysce Biosciences, Inc.",19456794.0,86364.0,1680366557016.0,False
1129137,AMX,AMERICA MOVIL SAB DE CV/,60264000000.0,27.4216,1652535302400.0,False
1892492,ORBS,Eightco Holdings Inc.,429777400.0,3801.0,1633583897400.0,False
1870404,CERO,"CERO THERAPEUTICS HOLDINGS, INC.",71630992.0,22640.0,1621725658880.0,False
1896425,LBGJ,Li Bang International Corp Inc.,18748000.0,86200.0,1616077600000.0,False
1802450,MSPR,"MSP Recovery, Inc.",66142649.0,22137.502,1464233024523.0,False
1742341,HKIT,"Biddance AI Systems, Inc.",10987679.0,127500.0,1400929072500.0,False
723125,MU,MICRON TECHNOLOGY INC,1129393151.0,1213.3734,1370375607566.0,True
1296484,TOPS,TOP SHIPS INC.,10294906.0,132000.0,1358927592000.0,False
1425287,WKHS,Workhorse Group Inc.,10928585.0,124020.0,1355363111700.0,False
1730773,BSFC,Blue Star Foods Corp.,171880101.0,7870.0,1352696394870.0,False
1888014,AKAN,AKANDA CORP.,1983546.0,664977.5,1319013460215.0,False
1326706,FEED,"ENvue Medical, Inc.",11084615.0,118800.0,1316852262000.0,False
59478,LLY,ELI LILLY & Co,941357065.0,1280.34,1205257104602.0,True
1269026,SINT,"Sintx Technologies, Inc.",6664534.0,180000.0,1199616120000.0,False
1739016,ELVR,Elevra Lithium Ltd,11543296014.0,102.33,1181225481113.0,False
1498403,BLRX,BioLineRx Ltd.,2610814390.0,438.0,1143536702820.0,False
1635077,ACON,"Aclarion, Inc.",2882371.0,393638.4062,1134611926517.0,False
1534120,AVTX,"Avalo Therapeutics, Inc.",53629989.0,20793.5996,1115160517818.0,False
1470683,AEHL,Antelope Enterprise Holdings Ltd,4580547.0,239616.0,1097572349952.0,False
1417926,IVF,"INVO Fertility, Inc.",2506969.0,437169.2188,1095969679286.0,False
104169,WMT,Walmart Inc.,7933746241.0,133.8795,1062165979872.0,True
1066923,FTFT,Future FinTech Group Inc.,32246443.0,32544.0,1049428240992.0,False
1728117,GOSS,"Gossamer Bio, Inc.",488846722.0,2143.2,1047696294590.0,False
8504,UAVS,AgEagle Aerial Systems Inc.,62905706.0,15690.0,986990527140.0,False
1341439,ORCL,ORACLE CORP,3023736000.0,324.63,981595417680.0,True
1751876,PAVS,Paranovus Entertainment Technology Ltd.,78732.0,12378473.0,974581936236.0,False
19617,JPM,JPMORGAN CHASE & CO,2658186195.0,365.18,970716434690.0,True
748592,ERNA,Ernexa Therapeutics Inc.,1632411.0,588750.0,961081976250.0,False
2488,AMD,ADVANCED MICRO DEVICES INC,1632475042.0,580.91,948321076648.0,True
1592560,VSA,VisionSys AI Inc,54563321.0,16975.0,926212373975.0,False
1755101,ALDS,APPlife Digital Solutions Inc,2025025697.0,437.5,885948742438.0,False
937966,ASML,ASML HOLDING NV,385417665.0,1986.8704,765774950226.0,False
1704287,BJDX,"Bluejay Diagnostics, Inc.",4468051.0,170240.0,760641002240.0,False
1989930,FGL,Founder Group Ltd,17665289.0,43000.0,759607427000.0,False
1630212,CHGA,Change Agents Corporation.,19946803.0,37650.0,750997132950.0,False
1444406,EC,ECOPETROL S.A.,41116694690.0,18.26,750790845039.0,False
1402328,SBFM,Sunshine Biopharma Inc.,3877337.0,193000.0,748326041000.0,False
1843165,YHC,LQR House Inc.,1303857.0,546000.0,711905922000.0,False
50863,INTC,INTEL CORP,5044000000.0,140.94,710901360000.0,True
2115436,XOM,ExxonMobil Holdings Corp,4111911960.0,169.32,696228933067.0,True
1737995,SKYA,"SkyAI, Inc.",42982506.0,16038.0,689353431228.0,False
1450704,VIVK,"Vivakor, Inc.",8183626.0,84139.2656,688564281585.0,False
200406,JNJ,JOHNSON & JOHNSON,2409898597.0,278.43,670988066363.0,True
1479419,KALA,"KALA BIO, Inc.",19339786.0,34475.0,666739122350.0,False
1023994,OLOX,OLENOX INDUSTRIES INC.,1659347.0,385260.1875,639280336348.0,False
1976908,JDZG,JIADE Ltd,24535471.0,25940.0,636450117740.0,False
1389545,SDEV,Stablecoin Development Corp,50615437.0,12551.0596,635277366467.0,False
1638287,MTVA,MetaVia Inc.,6588101.0,94380.0,621784972380.0,False
1498382,HURA,"TuHURA Biosciences, Inc./NV",63726617.0,9625.0,613368688625.0,False
1757499,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",5851290.0,104800.0,613215192000.0,False
1690080,FRMM,FORUM MARKETS Inc,13198948.0,45524.0,600868908752.0,False
1651308,ONC,BeOne Medicines Ltd.,1478124405.0,403.14,595891072632.0,False
1075880,KZIA,KAZIA THERAPEUTICS LTD,809418734.0,735.5,595327478857.0,False
6951,AMAT,APPLIED MATERIALS INC /DE,793597443.0,722.2277,573158055984.0,True
1306965,SHEL,Shell plc,5689891670.0,98.95,563014780746.0,False
1411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",892604638.0,625.5,558324201069.0,False
1577552,BABA,Alibaba Group Holding Ltd,1858037427.0,298.4454,554522723116.0,False
707549,LRCX,LAM RESEARCH CORP,1251321000.0,433.33,542234928930.0,True
731766,UNH,UNITEDHEALTH GROUP INC,897594847.0,596.105,535060776271.0,True
1683553,SPRB,"SPRUCE BIOSCIENCES, INC.",2874013.0,182362.5,524112195712.0,False
1442620,RCON,"Recon Technology, Ltd",10627426.0,49248.0,523379475648.0,False
858877,CSCO,"CISCO SYSTEMS, INC.",3942586873.0,129.5155,510626110150.0,True
839923,VOD,VODAFONE GROUP PUBLIC LTD CO,28816835778.0,17.68,509481656555.0,False
1110646,NTES,"NetEase, Inc.",3192111251.0,155.5742,496610154185.0,False
811809,BHP,BHP Group Ltd,5075992235.0,96.5823,490251004838.0,False
1680378,SNES,"SenesTech, Inc.",5423542.0,90240.0,489420430080.0,False
18230,CAT,CATERPILLAR INC,459674889.0,1062.9282,488601402350.0,True
909832,COST,COSTCO WHOLESALE CORP /NEW,443478804.0,1092.5829,484537357763.0,True
1615219,DCOY,Decoy Therapeutics Inc.,655185.0,729000.0,477629865000.0,False
835403,DEO,DIAGEO PLC,2432397125.0,196.0608,476897726245.0,False
1004315,NGG,NATIONAL GRID PLC,5198968690.0,91.5236,475828330796.0,False
1551152,ABBV,AbbVie Inc.,1767117285.0,265.97,470000184291.0,True
1973239,ARM,ARM HOLDINGS PLC /UK,1064055252.0,439.46,467609721044.0,False
70858,BAC,BANK OF AMERICA CORP /DE/,6992748365.0,64.481,450899407324.0,True
1160106,LYG,Lloyds Banking Group plc,70465568224.0,6.21,437591178671.0,False
1688126,CRCW,Crypto Co,5829932017.0,74.0,431414969258.0,False
93410,CVX,CHEVRON CORP,1975771274.0,217.77,430263710339.0,True
1119190,RWAX,"TAP REAL ESTATE TECHNOLOGIES, INC.",61921332657.0,6.84,423541915374.0,False
354950,HD,"HOME DEPOT, INC.",997689626.0,411.9337,410981979090.0,True
1986247,BYAH,"Park Ha Biological Technology Co., Ltd.",25000000.0,16404.0,410100000000.0,False
80424,PG,PROCTER & GAMBLE Co,2324433060.0,171.2625,398088216938.0,True
1534248,CMMB,Chemomab Therapeutics Ltd.,575381320.0,691.2,397703568384.0,False
40545,GE,GENERAL ELECTRIC CO,1037562513.0,381.22,395539581206.0,True
319201,KLAC,KLA CORP,1306546783.0,301.3694,393753220065.0,True
312069,BCS,BARCLAYS PLC,13866661730.0,28.2428,391633353908.0,False
310158,MRK,"Merck & Co., Inc.",2467171638.0,155.5319,383723892484.0,True
1000184,SAPGF,SAP SE,1228504232.0,311.8,383047619538.0,False
1000184,SAP,SAP SE,1228504232.0,306.6001,376659520382.0,False
1714562,GAME,"GameSquare Holdings, Inc.",103809536.0,3600.0,373714329600.0,False
888721,TRIB,TRINITY BIOTECH PLC,374206640.0,996.0,372709813440.0,False
1383395,SQNS,SEQUANS COMMUNICATIONS,1599589702.0,232.25,371504708290.0,False
1843586,OTLY,Oatly Group AB,624500001.0,574.6,358837700575.0,False
895421,MS,MORGAN STANLEY,1570566292.0,227.2988,356987833492.0,True
1132924,CHT,CHUNGHWA TELECOM CO LTD,7757446545.0,45.9,356066796416.0,False
1589149,GWAV,"Greenwave Technology Solutions, Inc.",829631.0,425700.0,353173916700.0,False
1647822,SVMB,"Jingbo Technology, Inc.",555315412.0,634.0,352069971208.0,False
1033767,UMC,UNITED MICROELECTRONICS CORP,12588156344.0,27.5257,346497815078.0,False
2023554,SNDK,Sandisk Corp,146419001.0,2335.0,341888367335.0,True
12927,BA,BOEING CO,790370020.0,430.3,340096219606.0,True
1744489,DIS,Walt Disney Co,1726686902.0,195.7645,338023998027.0,True
1991592,INLF,INLIF Ltd,6400000.0,52256.0,334438400000.0,False
886982,GS,GOLDMAN SACHS GROUP INC,291171408.0,1146.4551,333814945676.0,True
1327567,PANW,Palo Alto Networks Inc,818000000.0,396.0,323928000000.0,True
1795589,KC,Kingsoft Cloud Holdings Ltd,4479857667.0,72.06,322818543484.0,False
1659939,ENIC,Enel Chile S.A.,69166557219.0,4.66,322316156641.0,False
1665300,PHUN,"Phunware, Inc.",20462675.0,15420.0,315534448500.0,False
1996810,GEV,GE Vernova Inc.,266333581.0,1174.86,312904670974.0,True
1114448,NVS,NOVARTIS AG,1908151679.0,163.6393,312248605045.0,False
1413329,PM,Philip Morris International Inc.,1558613439.0,200.17,311987652085.0,True
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,942134390.0,326.8851,307969694289.0,True
1372920,EDU,New Oriental Education & Technology Group Inc.,1580288613.0,192.5929,304352366815.0,False
101829,RTX,RTX Corp,1347758144.0,225.49,303905983891.0,True
1460702,AIXC,"AIxCrypto Holdings, Inc.",20234993.0,15000.0,303524895000.0,False
1000275,RY,ROYAL BANK OF CANADA,1400635338.0,216.5685,303333494198.0,False
97476,TXN,TEXAS INSTRUMENTS INC,913247686.0,330.5874,301908178071.0,True
1108524,CRM,"Salesforce, Inc.",823000000.0,362.5813,298404409900.0,True
1981535,SBET,"Sharplink, Inc.",217223604.0,1365.6,296640553622.0,False
1641398,GDC,GD Culture Group Ltd,4162500.0,71250.0,296578125000.0,False
1814067,LXEH,Lixiang Education Holding Co. Ltd.,116667000.0,2500.0,291667500000.0,False
72971,WFC,WELLS FARGO & COMPANY/MN,3023999336.0,94.8289,286762530634.0,True
67088,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,11867710920.0,24.13,286367864500.0,False
1283699,TMUS,"T-Mobile US, Inc.",1072671613.0,265.2682,284545667972.0,True
1835632,MRVL,"Marvell Technology, Inc.",876900000.0,316.352,277409068800.0,True
1595248,GNPX,"Genprex, Inc.",819709.0,337480.0,276635393320.0,False
796343,ADBE,ADOBE INC.,397500000.0,688.37,273627075000.0,True
78003,PFE,PFIZER INC,5699673589.0,47.4233,270297330513.0,True
106040,WDC,WESTERN DIGITAL CORP,360540944.0,745.9905,268960119085.0,True
1596532,ANET,"Arista Networks, Inc.",1261224648.0,210.5,265487788404.0,True
1828253,EVAX,Evaxion A/S,417010756.0,634.0,264384819304.0,False
804328,QCOM,QUALCOMM INC/DE,1050000000.0,248.7425,261179625000.0,True
4962,AXP,AMERICAN EXPRESS CO,675309833.0,381.7816,257820868538.0,True
47710,HTHIY,HITACHI LTD,4517600887.0,57.044,257702024998.0,False
1131399,GSK,GSK plc,4315445026.0,59.6035,257215627607.0,False
1484769,FUBO,FuboTV Inc.,342433118.0,744.0,254770239792.0,False
831001,C,CITIGROUP INC,1749319009.0,144.9331,253534226863.0,True
1535527,CRWD,"CrowdStrike Holdings, Inc.",1023934842.0,245.7,251580790679.0,True
1605331,AERA,AI Era Corp.,5988733.0,42000.0,251526786000.0,False
1707925,LIN,LINDE PLC,460980163.0,544.8458,251163105694.0,True
1137789,STX,Seagate Technology Holdings plc,226644518.0,1093.2605,247781499071.0,True
1467373,ACN,Accenture plc,637016143.0,386.3514,246112078671.0,True
1236275,QXO,"QXO, Inc.",1037490709.0,235.61,244443185947.0,False
97745,TMO,THERMO FISHER SCIENTIFIC INC.,369747286.0,658.32,243412033320.0,True
811809,BHPLF,BHP Group Ltd,5075992235.0,47.7,242124829610.0,False
1373715,NOW,"ServiceNow, Inc.",1034000000.0,234.078,242036652000.0,True
318154,AMGN,AMGEN INC,540632005.0,444.12,240105486061.0,True
77476,PEP,PEPSICO INC,1364891558.0,173.5502,236877202869.0,True
63908,MCD,MCDONALDS CORP,707641531.0,334.503,236708215044.0,True
1790169,ZSTK,ZeroStack Corp.,17489828.0,13416.0,234643532448.0,False
1130166,BGMS,"Bio Green Med Solution, Inc.",6622794.0,34758.6172,230199161440.0,False
1811210,LCID,"Lucid Group, Inc.",394070176.0,580.5,228757737168.0,False
1091667,CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",270927828.0,821.01,222434456066.0,True
891478,SAN,"Banco Santander, S.A.",14689319502.0,15.05,221074258505.0,False
1737927,CGC,Canopy Growth Corp,423037675.0,521.7,220698755048.0,False
24741,GLW,CORNING INC /NY,861388331.0,255.2094,219834399122.0,True
1816172,JZXN,"Jiuzi Holdings, Inc.",1255785.0,174283.2031,218862232205.0,False
1082733,VISM,"VISIUM TECHNOLOGIES, INC.",1077502919.0,202.5,218194341098.0,False
1800637,RYM,"RYTHM, Inc.",2179128.0,99180.0,216125915040.0,False
1035267,ISRG,INTUITIVE SURGICAL INC,353278038.0,610.45,215658578297.0,True
1357671,CRTD,"Creatd, Inc.",3305235.0,65200.0,215501322000.0,False
6281,ADI,ANALOG DEVICES INC,484565465.0,444.1269,215208557818.0,True
1825079,VELO,"Velo3D, Inc.",32149118.0,6693.75,215198158612.0,False
732712,VZ,VERIZON COMMUNICATIONS INC,4154775202.0,51.45,213763184143.0,True
896878,INTU,INTUIT INC.,267236000.0,798.4205,213366700738.0,True
1854275,ZCAR,"Zoomcar Holdings, Inc.",8770836.0,24140.0,211727981040.0,False
947263,TD,TORONTO DOMINION BANK,1689495505.0,124.8,210849039024.0,False
879764,TTE,TotalEnergies SE,2206585543.0,93.6,206536406825.0,False
1420720,IBIO,"iBio, Inc.",64307256.0,3205.0,206104755480.0,False
1849820,KITT,"Nauticus Robotics, Inc.",7471960.0,27501.1191,205487261870.0,False
1821468,YQ,17 Education & Technology Group Inc.,508031685.0,403.6,205041588066.0,False
1947861,NMHI,Nature's Miracle Holding Inc.,606629892.0,337.5,204737588550.0,False
1543151,UBER,"Uber Technologies, Inc",2042560121.0,100.1,204460268112.0,True
313616,DHR,DANAHER CORP /DE/,702986054.0,287.5999,202178718832.0,True
753308,NEE,NEXTERA ENERGY INC,2085341456.0,96.443,201116586041.0,True
1691221,FRSX,Foresight Autonomous Holdings Ltd.,140634421.0,1426.3199,200589673297.0,False
1122411,ASX,"ASE Technology Holding Co., Ltd.",4447029782.0,44.6706,198651488580.0,False
1815566,IFBD,"Infobird Co., Ltd",8188574.0,24120.0,197508404880.0,False
316709,SCHW,SCHWAB CHARLES CORP,1729335714.0,113.65,196539003896.0,True
1076378,CX,CEMEX SAB DE CV,14507429244.0,13.4775,195523877636.0,False
1530185,ATVK,"Globaltek Ventures, Inc.",613226791.0,318.0,195006119538.0,False
732717,T,AT&T INC.,6852385650.0,28.4181,194731780640.0,True
1437107,WBD,"Warner Bros. Discovery, Inc.",2510703314.0,77.27,194002045073.0,True
1682852,MRNA,"Moderna, Inc.",399235889.0,484.47,193417811144.0,True
882095,GILD,"GILEAD SCIENCES, INC.",1239955155.0,153.0467,189771044621.0,True
1967631,NAMI,Jinxin Technology Holding Co,1423285396.0,132.75,188941136319.0,False
315189,DE,DEERE & CO,269625412.0,698.37,188298298978.0,True
1859795,NVX,NOVONIX Ltd,840073798.0,222.5,186916420055.0,False
1610520,UBS,UBS Group AG,3341581714.0,55.72,186192933104.0,False
109198,TJX,TJX COMPANIES INC /DE/,1099974061.0,167.8803,184663975353.0,True
100885,UNP,UNION PACIFIC CORP,594075498.0,309.1852,183679351664.0,True
1001838,SCCO,SOUTHERN COPPER CORP/,834331706.0,219.7,183302675808.0,False
2012383,BLK,"BlackRock, Inc.",154926181.0,1177.4276,182414361472.0,True
1002242,E,ENI SPA,3146765114.0,57.35,180466979288.0,False
1403161,V,VISA INC.,469280842.0,384.14,180269542646.0,True
